,0
0,0.1539376265508774
1,0.1539376265508774
2,0.1539376265508774
3,0.1539376265508774
4,0.1539376265508774
5,0.1539376265508774
6,0.1539376265508774
7,0.1539376265508774
8,0.1539376265508774
9,0.1539376265508774
10,0.1539376265508774
11,0.1539376265508774
12,0.1539376265508774
13,0.1539376265508774
14,0.1539376265508774
15,0.1539376265508774
16,0.1539376265508774
17,0.1539376265508774
18,0.1539376265508774
19,0.1539376265508774
20,0.1539376265508774
21,0.1539376265508774
22,0.1539376265508774
23,0.1539376265508774
24,0.1539376265508774
25,0.1539376265508774
26,0.1539376265508774
27,0.1539376265508774
28,0.1539376265508774
29,0.1539376265508774
30,0.1539376265508774
31,0.1539376265508774
32,0.1539376265508774
33,0.1539376265508774
34,0.1539376265508774
35,0.1539376265508774
36,0.1539376265508774
37,0.1539376265508774
38,0.1539376265508774
39,0.1539376265508774
40,0.1539376265508774
41,0.1539376265508774
42,0.1539376265508774
43,0.1539376265508774
44,0.1539376265508774
45,0.1539376265508774
46,0.1539376265508774
47,0.1539376265508774
48,0.1539376265508774
49,0.1539376265508774
50,0.1539376265508774
51,0.1539376265508774
52,0.1539376265508774
53,0.1539376265508774
54,0.1539376265508774
55,0.1539376265508774
56,0.1539376265508774
57,0.1539376265508774
58,0.1539376265508774
59,0.1539376265508774
60,0.1539376265508774
61,0.1539376265508774
62,0.1539376265508774
63,0.1539376265508774
64,0.1539376265508774
65,0.1539376265508774
66,0.1539376265508774
67,0.1539376265508774
68,0.1539376265508774
69,0.1539376265508774
70,0.1539376265508774
71,0.1539376265508774
72,0.1539376265508774
73,0.1539376265508774
74,0.1539376265508774
75,0.1539376265508774
76,0.1539376265508774
77,0.1539376265508774
78,0.1539376265508774
79,0.1539376265508774
80,0.1539376265508774
81,0.1539376265508774
82,0.1539376265508774
83,0.1539376265508774
84,0.1539376265508774
85,0.1539376265508774
86,0.1539376265508774
87,0.1539376265508774
88,0.1539376265508774
89,0.1539376265508774
90,0.1539376265508774
